"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"Wok and Roll","Wok and Roll, 604 H St NW, Washington, DC 20001, United States","0x89b7b78dde742c5f:0x2f98bb23ddc128e3","Casual spot featuring Chinese & Japanese fare, weekday happy hours & private karaoke rooms.","['Chinese restaurant', 'Asian restaurant', 'Bar', 'Japanese restaurant', 'Karaoke bar', 'Restaurant']","3.8","935","$$","[['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–2AM'], ['Friday', '11AM–2AM'], ['Saturday', '11AM–2AM'], ['Sunday', '11AM–10PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Comfort food', 'Happy hour food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}","Closed ⋅ Opens 11AM"
"Kung Fu Tea","District of Columbia, Washington, M St NW, Kung Fu Tea邮政编码: 20036","0x89b7b7a68afb8cd5:0x6d1fccb334c287f5","Bubble tea specialist with a selection of other hot & cold drinks, including coffee & slushes.","['Bubble tea store', 'Asian restaurant', 'Coffee shop', 'Fried chicken takeaway', 'Korean restaurant']","4.4","117","$","[['Monday', '12–7PM'], ['Tuesday', '12–7PM'], ['Wednesday', '12–7PM'], ['Thursday', '12–7PM'], ['Friday', '12–7PM'], ['Saturday', '12–7PM'], ['Sunday', '12–7PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Fast service', 'Great tea selection'], 'Popular for': ['Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual'], 'Crowd': ['Family-friendly'], 'Payments': ['NFC mobile payments']}","Closed ⋅ Opens 12PM"
"Petersen House","Petersen House, 516 10th St NW, Washington, DC 20004, United States","0x89b7b790e8750be5:0xa870ee76573e8329","Preserved 1900s guest house where Abraham Lincoln died after being shot at Ford's Theater, opposite.","['Historical place', 'Tourist attraction']","4.4","167","","[['Sunday', '8:30AM–5PM'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM'], ['Thursday', '8:30AM–5PM'], ['Friday', '8:30AM–5PM'], ['Saturday', '8:30AM–5PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","Closed ⋅ Opens 8:30AM Mon"
"Ella J Designs","","0x89e44fd363c21641:0x761a3d7b73ac175a","","['Website designer', 'Service establishment', 'Graphic designer', 'Internet marketing service', 'Marketing agency', 'Marketing consultant', 'Web hosting company']","5.0","15","","[['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed']]","","Closed ⋅ Opens 9AM Mon"
"Rose Farmers","","0x88d9b5798fb5857d:0xcf9168e3c12a9635","","['Florist']","5.0","358","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Service options': ['Delivery', 'In-store shopping']}","Open 24 hours"
"The Fickle Witch Mysticisms","","0x8649c53d57e608fb:0xd8852a3c9d302e2d","","['Psychic', 'Astrologer', 'Service establishment']","5.0","18","","[['Sunday', 'Closed'], ['Monday', '11AM–5PM'], ['Tuesday', '11AM–5PM'], ['Wednesday', '11AM–5:30PM'], ['Thursday', '11AM–5PM'], ['Friday', '11AM–5PM'], ['Saturday', '11AM–5PM']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 11AM Mon"
"The Escape Game Remote Adventures (Virtual Team Building)","","0x88646566fd4e76c9:0x8cddef014edd7082","","['Business to business service']","5.0","538","","","",""
"Creative Landscape by Dan Blood","","0x548fb0b056877573:0xedaaba7b30421199","","['Landscape designer', 'Deck builder', 'Gazebo builder', 'Landscape lighting designer', 'Landscaper', 'Lawn care service', 'Lawn sprinkler system contractor', 'Mulch supplier', 'Pond contractor', 'Tree service']","5.0","5","","","",""
"R&M Affordable Fencing & Decks. Co","","0x865b31fb608dd057:0xc9784cf747ebd459","","['Contractor', 'Service establishment']","4.4","8","","","",""
"Watch Gang","","0x80c2c1558af7b591:0xec2d9325131c9790","","['Watch store', 'Service establishment']","4.4","1294","","[['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM']]","{'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 9AM Mon"
"TriDot: Optimized Triathlon Training","","0x864dd4c1a19a1219:0x5876867000b7391d","","['Software company', 'Service establishment']","5.0","438","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","","Open 24 hours"
"Klockziem Siding and Construction","","0x88239d92728fde31:0x8e180ba90a5a925a","","['Contractor', 'Service establishment']","5.0","1","","","",""
"Appointment Reminder","","0x876953455587fc39:0x2d06b8ea6cff1a83","","['Software company']","4.9","58","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Service options': ['Online appointments']}","Open 24 hours"
"My Social Practice","","0x874d84f05dee4a21:0xbe8bce4bf3808573","","['Marketing agency', 'Advertising agency', 'Marketing consultant', 'Website designer']","5.0","384","","[['Thursday', '8AM–4:30PM'], ['Friday', '8AM–2PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4:30PM'], ['Tuesday', '8AM–4:30PM'], ['Wednesday', '8AM–4:30PM']]","{'Accessibility': ['Wheelchair accessible entrance']}","Closed ⋅ Opens 8AM Fri"
"DELETE ME","","0x880f6bd624e58bf1:0xdcc7be8f40298e5","","['Junk dealer']","2.0","28","","","",""
"Sampson Boat Co","","0x548fbf8ba234cb57:0x6c4b1b4289506d9c","","['Boat club']","5.0","8","","","",""
"Black Diamond Electrical Contracting","","0x548fb18605b89507:0x647541b2e69de3dc","","['Electrician', 'Service establishment', 'Solar energy equipment supplier']","4.4","7","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Harrelson's Own CBD","","0x80e8192366923821:0xf54705d12a92f2df","","['Natural goods store']","4.5","68","","[['Wednesday', '7:30AM–4PM'], ['Thursday', '7:30AM–4PM'], ['Friday', '7:30AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–4PM'], ['Tuesday', '7:30AM–4PM']]","","Open ⋅ Closes 4PM"
"Around the Clock Call Center","","0x80c29c9309b79a49:0x2e16e6c02a3fdc4e","","['Telephone answering service', 'Call center', 'Service establishment', 'Telephone exchange']","4.0","8","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Distinct Printing","","0x80ca59e613c6bfab:0x3d428ce77ac4387a","","['Custom t-shirt store', 'Clothing store', 'Screen printer', 'T-shirt company']","5.0","5","","[['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–5PM'], ['Saturday', '10AM–2PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM']]","","Closed ⋅ Opens 8AM"
"Chase Strength","","0x8814af270049dae1:0x1dbb1d3b1754ca62","","['Personal trainer']","5.0","2","","","{'Accessibility': ['Wheelchair accessible entrance']}",""
"Ultimate Pet Nutrition","","0x80c2978f4d213e43:0xf518b95e28cc1ac8","","['Pet supply store', 'Service establishment']","4.7","748","","[['Tuesday', '6AM–5PM'], ['Wednesday', '6AM–5PM'], ['Thursday', '6AM–5PM'], ['Friday', '6AM–5PM'], ['Saturday', '6AM–4PM'], ['Sunday', '6AM–4PM'], ['Monday', '6AM–5PM']]","","Closed ⋅ Opens 6AM Wed"
"NugTools","","0x89c25741554f258d:0xd59224b3fc002c2c","","['Tool store']","5.0","1","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","","Open 24 hours"
"Donald S Sturgill Agency","","0x54b8c609d266c4d7:0xca38843bb4fab53c","","['Internet marketing service', 'Direct mail advertising']","5.0","8","","[['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as veteran-led']}","Open ⋅ Closes 4PM"
"ForeverMissed.com","","0x89c245a5068da27f:0x5e72e0989283c374","","['Corporate office']","5.0","97","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"Bellhop Moving","","0x89b7b7c1a1a6aaa9:0xa6b170a5a11d9c9d","","['Mover', 'Moving and storage service']","4.8","366","","[['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM'], ['Sunday', '9AM–8PM']]","{'Service options': ['Online estimates'], 'Health & safety': ['Staff wear masks']}","Open ⋅ Closes 9PM"
"PatPat","","0x808fb732b80f744f:0xd55ce8fe98a2253","","['Clothing supplier', 'E-commerce service', 'Service establishment']","4.8","8543","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"Knowles Development","","0x4cb288abfc294643:0x170dd9b2ae2128d3","","['Business development service', 'Service establishment']","5.0","318","","[['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","","Closed ⋅ Opens 7AM"
"Blue Balls LLC","","0x872b775524f3562d:0xc0b57bae339a2057","","['Golf shop', 'Service establishment', 'Manufacturer']","5.0","2","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery'], 'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"Hiker Hunger Outfitters","","0x89e3771f97083f1f:0x5b6f079041de7c70","","['Outdoor clothing and equipment shop']","5.0","64","","[['Sunday', '8AM–4PM'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM'], ['Wednesday', '6AM–6PM'], ['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM'], ['Saturday', 'Closed']]","{'Service options': ['In-store shopping']}","Open ⋅ Closes 4PM"
"Bynum Solutions","","0x89b7c108b283d5f7:0xff05761ee2973292","","['Home theater store', 'Audio visual equipment supplier', 'Security service', 'Security system installer']","5.0","8","","[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed']]","{'From the business': ['Identifies as Black-owned'], 'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}","Closed ⋅ Opens 8AM Mon"
"Gold Star Pest Control","","0x86657927ed641a11:0x8fc2c69ed70e64d2","","['Pest control service']","5.0","16","","[['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM']]","","Closed ⋅ Opens 8AM Mon"
"World Of Phids Jumping Spiders","","0x88f4ff906bc54ddb:0x4d4915f616a8db7f","","['Pet store']","4.2","13","","[['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '11AM–5PM']]","","Closed ⋅ Opens 9AM Mon"
"Greg's Custom Fishing Rods","","0x549aacf01569049f:0x69110ecf4041d01a","","['Sporting goods store']","4.9","58","","[['Sunday', 'Closed'], ['Monday', '10AM–3PM'], ['Tuesday', '10AM–3PM'], ['Wednesday', '10AM–3PM'], ['Thursday', '10AM–3PM'], ['Friday', '10AM–1PM'], ['Saturday', 'Closed']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit', 'LGBTQ friendly'], 'Payments': ['Credit cards']}","Closed ⋅ Opens 10AM Mon"
"MudPaint","","0x54ae5555b0750d87:0x6bdcfa4f3df031d2","","['Paint manufacturer']","4.9","48","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led']}","Open 24 hours"
"3 Key Elements","","0x8752863c9faa56a7:0x701e3608e2ccecaa","","['Consultant']","4.7","458","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–4PM'], ['Tuesday', '10AM–4PM'], ['Wednesday', '10AM–4PM'], ['Thursday', '10AM–4PM'], ['Friday', '10AM–12PM']]","{'Accessibility': ['Wheelchair accessible entrance']}","Closed ⋅ Opens 10AM Mon"
"Change Organix CBD Oil","","0x52b3395f642368a9:0xc156fb94c86da49d","","['Vitamin & supplements store', 'Holistic medicine practitioner', 'Nutritionist', 'Sports nutrition store']","5.0","8","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Service options': ['In-store shopping'], 'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"Sbarro Restaurant","Sbarro Restaurant, 1104 7th NW & the corner of 7th & L Street Walter E Convention Center, Washington, 20001","0x89b7b792abb6808b:0xc78176a9079d06e7","Italian fast-food chain offering thin-crust pizza by the slice, plus pastas & salads.","['Italian restaurant']","3.8","184","$","[['Friday', '10AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', 'Organic dishes', 'Quick bite', 'Salad bar', 'Small plates'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual'], 'Crowd': ['Family-friendly', 'Tourists'], 'Planning': ['LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Open ⋅ Closes 6PM"
"King Locksmith and Doors, Inc. Washington DC","","0x89b7b7af57a9b4cb:0x1ea979d114c5f270","","['Locksmith', 'Door supplier']","5.0","38","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","","Open 24 hours"
"Jen Gaudet Coaching Services, LLC","","0x8640d5e13284f945:0x93c8adfba63d0ff8","","['Life coach', 'Service establishment']","5.0","28","","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]","","Open ⋅ Closes 5PM"
"Beadscape","","0x89c1343cb583468f:0x3ace851efba168fd","","['Handicraft', 'Clothing store', 'Gift shop', 'Incense supplier', 'Jewelry designer', 'Jewelry store']","5.0","4","","[['Wednesday', '9AM–2AM'], ['Thursday', '9AM–2AM'], ['Friday', '9AM–2AM'], ['Saturday', '9AM–2AM'], ['Sunday', '9AM–2AM'], ['Monday', '9AM–2AM'], ['Tuesday', '9AM–2AM']]","","Open ⋅ Closes 2AM"
"Jeasan junk removal","","0x89e48508aa242665:0x9a669345962c029e","","['Garbage collection service']","5.0","58","","[['Wednesday', '6AM–6PM'], ['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM'], ['Saturday', '6AM–6PM'], ['Sunday', '6AM–6PM'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM']]","","Open ⋅ Closes 6PM"
"LUNN SHIPPING","","0x88d9a628a59ccdc5:0xad436392a8640960","","['Vehicle shipping agent', 'Auto broker', 'Transportation service', 'Vehicle exporter']","5.0","38","","[['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–3PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM']]","","Open ⋅ Closes 6PM"
"Native Rank","","0x876c78c652db7ec5:0x35f1eb0c23555bec","","['Internet marketing service', 'Service establishment']","3.9","108","","[['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7–11AM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM']]","","Closed ⋅ Opens 7AM"
"Tailor Maid Services","","0x54906960171f83d9:0x44a6b95d7da7f62e","","['House cleaning service']","4.7","7","","[['Wednesday', '6AM–11PM'], ['Thursday', '6AM–11PM'], ['Friday', '6AM–11PM'], ['Saturday', '6AM–11PM'], ['Sunday', '6AM–11PM'], ['Monday', '6AM–11PM'], ['Tuesday', '6AM–11PM']]","","Closed ⋅ Opens 6AM"
"unlockjunky","","0x87f62b79f85089dd:0x41227951ee0256d5","","['Phone repair service', 'Service establishment']","5.0","53","","[['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM']]","",""
"Subway","Subway, Bldg 762, MA-2, Agat, 96921","0x671f722b24bca677:0xb0502aa6e5ed1382","Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']","4.3","65","$","[['Monday', '9AM–10PM'], ['Tuesday', '9AM–10PM'], ['Wednesday', '9AM–10PM'], ['Thursday', '9AM–10PM'], ['Friday', '9AM–10PM'], ['Saturday', '9AM–10PM'], ['Sunday', '9AM–10PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Comfort food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Vegetarian options'], 'Dining options': ['Lunch'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups', 'Tourists'], 'Payments': ['Debit cards', 'NFC mobile payments']}",""
"Personify Financial","","0x80dbf0d15ba9c04f:0x1b262d8f362df1ea","","['Financial institution']","4.7","1308","","[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed']]","",""
